No.,Reach Label,x(km),cond (umhos),ISS (mgD/L),DO(mgO2/L),CBODs (mgO2/L),CBODf (mgO2/L),No(ugN/L),NH4(ugN/L),NO3(ugN/L),Po (ugP/L),Inorg P (ugP/L),Phyto (ugA/L),INp(ugN/L),IPp (ugP/L),Detritus (mgD/L),Pathogen,Alk,i,ii,iii,pH,(mgA/m2),(ugN/mgA),(ugP/mgA),TOC,TN,TP,TKN,(mgD/L),CBODu,NH3,DO sat,pHsat
0,,4.57,1228.26,10.68,7.74,0,6.64,1415.91,433.91,253.27,3.9,0.47,123.09,1.16,0.02,2.5,0,170.85,262.9,0,0,8.29,0.94,14.46,0.1,8.39,2104.25,4.39,1850.98,25.49,22.58,56.81,7.66,8.65
0,,4.32,1228.26,10.68,7.77,0,6.64,1415.53,433.12,250.85,3.9,0.47,123.43,1.16,0.02,2.5,0,170.84,262.9,0,0,8.3,0.9,14.46,0.1,8.4,2100.66,4.39,1849.81,25.52,22.61,57.45,7.66,8.65
0,,4.07,1228.26,10.67,7.8,0,6.63,1415.16,432.32,248.46,3.9,0.47,123.76,1.15,0.02,2.5,0,170.84,262.9,0,0,8.3,0.88,14.47,0.1,8.42,2097.09,4.39,1848.63,25.55,22.64,58.08,7.66,8.65
0,,3.83,1228.26,10.66,7.83,0,6.63,1414.79,431.52,246.09,3.9,0.47,124.1,1.15,0.02,2.5,0,170.84,262.9,0,0,8.31,0.89,14.48,0.1,8.43,2093.55,4.38,1847.46,25.57,22.67,58.7,7.67,8.65
0,,3.58,1228.26,10.65,7.85,0,6.62,1414.41,430.72,243.75,3.89,0.47,124.44,1.15,0.02,2.5,0,170.83,262.9,0,0,8.31,0.86,14.48,0.1,8.44,2090.04,4.38,1846.28,25.6,22.71,59.32,7.67,8.65
0,,3.33,1228.26,10.64,7.88,0,6.62,1414.04,429.92,241.44,3.89,0.46,124.78,1.14,0.02,2.51,0,170.83,262.9,0,0,8.31,0.83,14.49,0.1,8.45,2086.55,4.38,1845.11,25.62,22.74,59.94,7.67,8.65
0,,3.08,1228.26,10.63,7.91,0,6.61,1413.66,429.12,239.15,3.89,0.46,125.12,1.14,0.02,2.51,0,170.83,262.9,0,0,8.32,0.8,14.49,0.1,8.47,2083.08,4.37,1843.93,25.65,22.77,60.54,7.67,8.65
0,,2.84,1228.26,10.62,7.94,0,6.61,1413.29,428.32,236.89,3.89,0.46,125.46,1.14,0.02,2.51,0,170.82,262.9,0,0,8.32,0.81,14.5,0.1,8.48,2079.64,4.37,1842.75,25.67,22.81,61.14,7.67,8.65
0,,2.59,1228.26,10.61,7.97,0,6.6,1412.91,427.52,234.66,3.89,0.46,125.79,1.13,0.02,2.51,0,170.82,262.9,0,0,8.33,0.79,14.5,0.1,8.49,2076.23,4.37,1841.57,25.7,22.84,61.73,7.67,8.65
0,,2.34,1228.26,10.6,7.99,0,6.6,1412.54,426.72,232.44,3.88,0.46,126.13,1.13,0.02,2.51,0,170.82,262.9,0,0,8.33,0.79,14.51,0.1,8.5,2072.83,4.36,1840.39,25.73,22.87,62.31,7.67,8.65
0,,2.1,1228.26,10.59,8.02,0,6.6,1412.16,425.92,230.26,3.88,0.46,126.46,1.13,0.02,2.51,0,170.81,262.9,0,0,8.33,0.77,14.52,0.1,8.51,2069.47,4.36,1839.21,25.75,22.9,62.88,7.67,8.65
0,,1.85,1228.26,10.58,8.05,0,6.59,1411.78,425.12,228.1,3.88,0.46,126.79,1.13,0.02,2.51,0,170.81,262.9,0,0,8.34,0.75,14.52,0.1,8.53,2066.12,4.36,1838.03,25.78,22.94,63.44,7.67,8.65
0,,1.6,1228.26,10.58,8.07,0,6.59,1411.41,424.31,225.96,3.88,0.46,127.12,1.12,0.02,2.51,0,170.81,262.9,0,0,8.34,0.72,14.53,0.1,8.54,2062.8,4.35,1836.84,25.8,22.97,63.98,7.67,8.65
0,,1.36,1228.26,10.57,8.1,0,6.58,1411.03,423.51,223.85,3.87,0.46,127.45,1.12,0.02,2.51,0,170.8,262.9,0,0,8.34,0.68,14.53,0.1,8.55,2059.5,4.35,1835.66,25.83,23,64.51,7.67,8.65
0,,1.11,1228.26,10.56,8.12,0,6.58,1410.65,422.71,221.76,3.87,0.45,127.78,1.12,0.02,2.52,0,170.8,262.9,0,0,8.35,0.68,14.54,0.1,8.56,2056.23,4.35,1834.47,25.85,23.04,65.03,7.67,8.65
0,,0.86,1228.26,10.55,8.15,0,6.58,1410.27,421.9,219.69,3.87,0.45,128.1,1.11,0.02,2.52,0,170.8,262.9,0,0,8.35,0.68,14.54,0.1,8.58,2052.98,4.34,1833.29,25.88,23.07,65.54,7.67,8.65
0,,0.62,1228.26,10.54,8.17,0,6.57,1409.89,421.1,217.65,3.87,0.45,128.42,1.11,0.02,2.52,0,170.79,262.9,0,0,8.35,0.64,14.55,0.1,8.59,2049.75,4.34,1832.1,25.9,23.1,66.04,7.67,8.65
0,,0.37,1228.26,10.53,8.2,0,6.57,1409.51,420.29,215.63,3.87,0.45,128.74,1.11,0.02,2.52,0,170.79,262.9,0,0,8.36,0.65,14.55,0.1,8.6,2046.55,4.34,1830.91,25.92,23.13,66.52,7.67,8.65
0,,0.12,1228.26,10.52,8.22,0,6.57,1409.13,419.49,213.64,3.86,0.45,129.05,1.1,0.02,2.52,0,170.79,262.9,0,0,8.36,0.6,14.56,0.1,8.61,2043.36,4.33,1829.73,25.95,23.16,66.99,7.67,8.65
0,Terminus,0,1228.26,10.52,8.22,0,6.57,1409.13,419.49,213.64,3.86,0.45,129.05,1.1,0.02,2.52,0,170.79,262.9,0,0,8.36,0.6,14.56,0.1,8.61,2043.36,4.33,1829.73,25.95,23.16,66.99,7.67,8.65
